TA_ID,TAMBON_T,TAMBON_E,AM_ID,LAT,LONG
311603,ต. ตาเสา,Ta Sao,3116,15.088,103.285
400302,ต. พระบุ,Phra Bu,4003,16.265,102.697
331803,ต. หนองใหญ่,Nong Yai,3318,15.198,104.035
110505,ต. ในคลองบางปลากด,Nai Khlong Bang Pla Kot,1105,13.588,100.541
801209,ต. แหลมตะลุมพุก,Laem Talumphuk,8012,8.458,100.196
140808,ต. นาคู,Na Khu,1408,14.468,100.272
840807,ต. ท่ากระดาน,Tha Kradan,8408,9.063,99.025
530111,ต. บ้านด่าน,Ban Dan,5301,17.663,100.28
180106,ต. หาดท่าเสา,Hat Tha Sao,1801,15.2,100.079
450802,ต. เชียงใหม่,Chiang Mai,4508,16.242,103.804
300121,ต. สีมุม,Si Mum,3001,14.986,102.007
141104,ต. ลำไทร,Lam Sai,1411,14.2,100.641
451707,ต. ผักแว่น,Phak Waen,4517,16.174,103.535
700120,ต. คูบัว,Khu Bua,7001,13.48,99.822
330526,ต. หนองฉลอง,Nong Chalong,3305,14.684,104.227
940706,ต. เตราะบอน,Tro Bon,9407,6.688,101.543
330513,ต. ตะเคียน,Takhian,3305,14.773,104.248
730403,ต. ลำเหย,Lam Hoei,7304,13.957,100.044
200112,ต. คลองตำหรุ,Khlong Tamru,2001,13.441,100.982
730608,ต. ไร่ขิง,Rai Khing,7306,13.737,100.283
730212,ต. กำแพงแสน,Kamphaeng Saen,7302,14.024,99.981
650105,ต. ท่าทอง,Tha Thong,6501,16.798,100.197
101001,แขวง มีนบุรี,,1010,13.804,100.723
720704,ต. บางตะเคียน,Bang Takhian,7207,14.213,100.103
110302,ต. บางแก้ว,,1103,13.642,100.662
440620,ต. ดอนงัว,Don Ngua,4406,15.877,103.159
760603,ต. บ้านทาน,Ban Than,7606,13.081,99.842
300701,ต. กระโทก,Krathok,3007,14.714,102.189
460809,ต. ทรายทอง,Sai Thong,4608,16.74,103.175
160609,ต. หนองทรายขาว,Nong Sai Khao,1606,14.996,100.597
600308,ต. พันลาน,Phan Lan,6003,15.833,100.28
460804,ต. บึงนาเรียง,Bueng Na Riang,4608,16.6,103.288
730701,ต. ศาลายา,Sala Ya,7307,13.813,100.305
660403,ต. ห้วยเกตุ,Huai Ket,6604,16.238,100.399
930501,ต. ควนขนุน,Khuan Kha Nun,9305,7.756,100.003
461602,ต. สายนาวัง,Sai Na Wang,4616,16.761,104.063
460806,ต. พิมูล,Phimun,4608,16.703,103.181
571603,ต. บัวสลี,Bua Sali,5716,19.804,99.768
160508,ต. หัวสำโรง,Hua Samrong,1605,14.776,100.494
400911,ต. น้ำอ้อม,Nam Om,4009,16.671,103.127
841302,ต. ท่าเรือ,Tha Ruea,8413,8.947,99.269
640609,ต. บ้านไร่,Ban Rai,6406,17.164,99.764
800902,ต. ชะมาย,Chamai,8009,8.148,99.673
610201,ต. ทัพทัน,Thapthan,6102,15.467,99.888
310507,ต. ทุ่งกระเต็น,Thung Kraten,3105,14.693,102.564
220312,ต. โขมง,Khamong,2203,12.62,101.94
461305,ต. หมูม่น,Mu Mon,4613,16.759,103.679
800605,ต. บ้านเนิน,Ban Noen,8006,8.166,100.17
451802,ต. พลับพลา,Phlapphla,4518,16.135,103.782
940801,ต. ไทรทอง,Sai Thong,9408,6.604,101.673
180406,ต. บางหลวง,Bang Luang,1804,15.143,100.197
170105,ต. หัวไผ่,Hua Phai,1701,14.965,100.429
801208,ต. หูล่อง,Hu Long,8012,8.314,100.184
520107,ต. กล้วยแพะ,Kluai Phae,5201,18.211,99.502
332005,ต. หนองค้า,Nong Kha,3320,14.898,104.334
440205,ต. โนนภิบาล,Non Phiban,4402,16.022,103.442
460119,ต. โพนทอง,Phon Thong,4601,16.478,103.548
430701,ต. พานพร้าว,Phan Phrao,4307,17.942,102.594
330106,ต. ตะดอบ,Tadop,3301,15.037,104.434
330710,ต. พิมายเหนือ,Phimai Nuea,3307,14.881,104.042
160111,ต. ดอนโพธิ์,Don Pho,1601,14.691,100.627
312103,ต. วังเหนือ,Wang Nuea,3121,15.138,103.219
801610,ต. รามแก้ว,Ram Kaeo,8016,7.932,100.276
200605,ต. นาเริก,Na Roek,2006,13.405,101.248
110602,ต. ศรีษะจรเข้น้อย,Sisa Chorakhe Noi,1106,13.689,100.799
260410,ต. ชุมพล,Chum Phon,2604,13.99,100.937
800606,ต. ไสหมาก,Sai Mak,8006,8.203,100.163
441304,ต. หนองกุง,Nong Kung,4413,16.475,103.124
331015,ต. แข้,Khae,3310,15.067,104.176
540802,ต. หนองม่วงไข่,Nong Muang Khai,5408,18.295,100.208
450124,ต. โนนตาล,Non Tan,4501,15.969,103.666
220104,ต. เกาะขวาง,Ko Khwang,2201,12.562,102.09
120507,ต. ทวีวัฒนา,Thawi Watthana,1205,13.942,100.312
350116,ต. ทุ่งนางโอก,Thung Nang Ok,3501,15.886,104.147
303101,ต. สีดา,Sida,3031,15.564,102.588
400512,ต. โนนสะอาด,Non Sa-At,4005,16.576,101.999
930202,ต. ชะรัด,Charat,9302,7.473,99.989
900307,ต. น้ำขาว,Nam Khao,9003,6.805,100.609
470111,ต. ดงชน,Dong Chon,4701,17.096,104.24
941201,ต. แม่ลาน,Mae Lan,9412,6.647,101.231
331007,ต. หนองไฮ,Nong Hai,3310,15.145,104.093
104301,แขวง คันนายาว,,1043,13.821,100.677
460308,ต. หนองแปน,Nong Paen,4603,16.289,103.511
451803,ต. พระธาตุ,Phrathat,4518,16.16,103.769
141003,ต. สามเมือง,Sam Mueang,1410,14.153,100.297
220301,ต. ท่าใหม่,Tha Mai,2203,12.628,101.985
141103,ต. วังน้อย,Wang Noi,1411,14.201,100.699
730402,ต. ห้วยพระ,Huai Phra,7304,13.93,100.084
440912,ต. ประชาพัฒนา,Pracha Phatthana,4409,15.816,103.419
900802,ต. โรง,Rong,9008,7.683,100.338
801205,ต. คลองกระบือ,Khlong Krabue,8012,8.317,100.143
760206,ต. หนองปรง,Nong Prong,7602,13.168,99.801
730313,ต. แหลมบัว,Laem Bua,7303,13.857,100.147
401802,ต. กุดเพียขอม,Kut Phia Khom,4018,16.032,102.613
330509,ต. ห้วยเหนือ,Huai Nuea,3305,14.72,104.205
130306,ต. บึงน้ำรักษ์,Bueng Nam Rak,1303,14.071,100.88
660904,ต. หนองหญ้าไทร,Nong Ya Sai,6609,16.544,100.527
440511,ต. โพนทอง,Phon Thong,4405,16.372,103.144
800416,ต. จันดี,Chan Di,8004,8.391,99.554
120506,ต. คลองขวาง,Khlong Khwang,1205,14.004,100.306
311407,ต. สระทอง,Sa Thong,3114,14.889,102.67
660611,ต. ท่านั่ง,Tha Nang,6606,15.963,100.276
930205,ต. สมหวัง,Som Wang,9302,7.509,99.99
460713,ต. นาดี,Na Di,4607,16.361,103.474
660104,ต. ท่าฬอ,,6601,16.51,100.352
200203,ต. มาบไผ่,Map Phai,2002,13.359,101.093
210102,ต. เชิงเนิน,Choeng Noen,2101,12.677,101.318
370701,ต. อำนาจ,Amnat,3707,15.71,104.668
160617,ต. สายห้วยแก้ว,Sai Huai Kaeo,1606,15.095,100.509
950609,ต. เนินงาม,Noen Ngam,9506,6.508,101.347
900803,ต. เชิงแส,Choeng Sae,9008,7.634,100.332
480512,ต. ธาตุพนมเหนือ,That Phanom Nuea,4805,16.975,104.667
940710,ต. แป้น,Paen,9407,6.747,101.553
520301,ต. ลำปางหลวง,Lampang Luang,5203,18.238,99.387
800804,ต. หัวตะพาน,Hua Taphan,8008,8.628,99.889
430204,ต. โคกคอน,Khok Khon,4302,17.781,102.496
760706,ต. บางตะบูน,Bang Tabun,7607,13.259,99.912
300502,ต. วังโพธิ์,Wang Pho,3005,15.571,102.103
130608,ต. พืชอุดม,Phuet Udom,1306,13.975,100.896
710503,ต. ดอนชะเอม,Don Cha-Em,7105,13.971,99.807
901510,ต. บางเขียด,Bang Khiat,9015,7.346,100.437
730401,ต. สามง่าม,Sam Ngam,7304,13.978,100.083
401204,ต. เก่างิ้ว,Kao Ngio,4012,15.844,102.598
141301,ต. บางซ้าย,Bang Sai,1413,14.314,100.286
303201,ต. ช้างทอง,Chang Thong,3032,15.029,102.31
930110,ต. ตำนาน,Tamnan,9301,7.572,100.083
400702,ต. วังชัย,Wang Chai,4007,16.728,102.862
440616,ต. ยาง,Yang,4406,15.919,103.236
640105,ต. ยางซ้าย,Yang Sai,6401,16.974,99.821
600208,ต. เนินศาลา,Noen Sala,6002,15.54,99.96
331005,ต. สำโรง,Samrong,3310,15.146,104.148
710604,ต. ท่าล้อ,Tha Lo,7106,13.987,99.589
560511,ต. สว่างอารมณ์,Sawang Arom,5605,19.194,99.982
451602,ต. ศรีสมเด็จ,Si Somdet,4516,15.98,103.474
930511,ต. มะกอกเหนือ,Makok Nuea,9305,7.746,100.073
460805,ต. หัวหิน,Hua Hin,4608,16.602,103.358
700607,ต. โพหัก,Pho Hak,7006,13.64,100.043
490106,ต. ผึ่งแดด,Phueng Daet,4901,16.631,104.476
550903,ต. เชียงคาน,Chiang Khan,5509,19.246,100.855
550705,ต. นาเหลือง,Na Lueang,5507,18.679,100.837
640404,ต. ไกรกลาง,Krai Klang,6404,16.996,99.997
331203,ต. กล้วยกว้าง,Kluai Kwang,3312,14.966,104.069
540608,ต. ทุ่งน้าว,Thung Nao,5406,18.402,100.2
950118,ต. ตาเซะ,Tase,9501,6.62,101.253
320517,ต. สมุด,Samut,3205,14.686,103.339
730509,ต. ดอนตูม,Don Tum,7305,13.999,100.123
331008,ต. ขะยูง,Khayung,3310,15.126,104.238
190907,ต. ห้วยป่าหวาย,Huai Pa Wai,1909,14.638,100.83
401805,ต. บ้านแท่น,Ban Thaen,4018,15.966,102.603
180405,ต. โพนางดำออก,Pho Nang Dam Ok,1804,15.12,100.283
341117,ต. หนองเต่า,Nong Tao,3411,15.725,104.933
910503,ต. เขาขาว,Khao Khao,9105,6.923,99.848
452001,ต. ทุ่งเขาหลวง,,4520,16.032,103.853
311904,ต. กู่สวนแตง,Ku Suan Taeng,3119,15.534,102.86
800903,ต. หนองหงส์,Nong Hong,8009,8.195,99.614
170604,ต. งิ้วราย,Ngio Rai,1706,14.988,100.389
461009,ต. เนินยาง,Noen Yang,4610,16.803,103.655
250702,ต. เกาะลอย,Ko Loi,2507,14.021,101.515
300710,ต. ด่านเกวียน,Dan Kwian,3007,14.864,102.189
440103,ต. ท่าตูม,Tha Tum,4401,16.17,103.46
560502,ต. ดอนศรีชุม,Don Si Chum,5605,19.157,100.026
720708,ต. เนินพระปรางค์,Noen Phraprang,7207,14.194,100.048
360110,ต. หนองนาแซง,Nong Na Saeng,3601,15.742,102.022
250602,ต. บางกระเบา,Bang Krabao,2506,13.984,101.202
520304,ต. วังพร้าว,Wang Phrao,5203,18.147,99.407
720110,ต. ดอนกำยาน,Don Kamyan,7201,14.454,100.064
451114,ต. ทุ่งศรีเมือง,Thung Si Mueang,4511,15.575,103.877
720502,ต. บ้านกร่าง,Ban Krang,7205,14.638,100.104
210305,ต. กร่ำ,Kram,2103,12.668,101.631
240403,ต. บางวัว,Bang Wua,2404,13.569,100.964
160414,ต. ท่ามะนาว,Tha Manao,1604,15.187,101.162
341123,ต. คำเจริญ,Kham Charoen,3411,15.642,105.032
760615,ต. ห้วยข้อง,Huai Khong,7606,13.035,99.829
900106,ต. เกาะยอ,Ko Yo,9001,7.171,100.517
230110,ต. ท่าพริก,Tha Phrik,2301,12.243,102.589
450104,ต. ขอนแก่น,Khon Kaen,4501,16.025,103.591
330709,ต. สวาย,Sawat,3307,14.913,103.962
640108,ต. ตาลเตี้ย,Tan Tia,6401,17.063,99.87
230501,ต. แหลมงอบ,Laem Ngop,2305,12.186,102.419
480510,ต. นาหนาด,Na Nat,4805,16.915,104.654
610103,ต. สะแกกรัง,Sakae Krang,6101,15.354,100.068
400303,ต. บ้านโต้น,Ban Ton,4003,16.274,102.751
430117,ต. ปะโค,Pakho,4301,17.801,102.716
840302,ต. ชลคราม,Chon Khram,8403,9.248,99.605
190802,ต. บ้านกลับ,Ban Klap,1908,14.73,100.684
540103,ต. นาชำ,Nam Cham,5401,18.186,100.255
570411,ต. สันทรายงาม,San Sai Ngam,5704,19.717,100.18
451606,ต. โพธิ์สัย,Pho Sai,4516,16.096,103.475
500706,ต. ห้วยทราย,Huai Sai,5007,18.967,98.915
150612,ต. ม่วงเตี้ย,Muang Tia,1506,14.636,100.323
451205,ต. เมืองสรวง,Mueang Suang,4512,15.817,103.755
450412,ต. ศรีโคตร,Si Khot,4504,15.773,103.566
141002,ต. หลักชัย,Lak Chai,1410,14.195,100.277
440904,ต. ดงใหญ่,Dong Yai,4409,15.898,103.308
104601,แขวง สามวาตะวันตก,,1046,13.889,100.708
800703,ต. ท่าประจะ,Tha Pracha,8007,7.973,99.96
402002,ต. นาฝาย,Na Fai,4020,16.68,101.871
801903,ต. ควนหนองคว้า,Khuan Nong Kwa,8019,8.103,99.935
320407,ต. ลุ่มระวี,Lum Rawi,3204,15.162,103.602
800610,ต. เสือหึง,Suea Hueng,8006,8.189,100.242
160618,ต. มหาสอน,Mahason,1606,15.021,100.484
920203,ต. บางหมาก,Bang Mak,9202,7.465,99.554
800401,ต. ฉวาง,Chawang,8004,8.397,99.501
801216,ต. ท่าพญา,Tha Phaya,8012,8.267,100.258
310119,ต. บัวทอง,Bua Thong,3101,15.058,103.136
920601,ต. ห้วยยอด,Huai Yot,9206,7.776,99.632
940214,ต. ควนโนรี,Khuan Nori,9402,6.719,101.199
710911,ต. หนองสาหร่าย,Nong Sarai,7109,14.067,99.728
710508,ต. โคกตะบอง,Khok Tabong,7105,13.839,99.746
360102,ต. รอบเมือง,Rop Mueang,3601,15.846,102.027
190602,ต. บางโขมด,Bang Khamot,1906,14.591,100.742
250608,ต. บางขาม,Bang Kham,2506,13.893,101.274
330801,ต. สิ,Si,3308,14.625,104.436
430201,ต. ท่าบ่อ,Tha Bo,4302,17.827,102.568
440303,ต. วังยาว,Wang Yao,4403,16.223,102.928
401601,ต. บ้านเรือ,Ban Ruea,4016,16.676,102.395
460403,ต. เหล่าอ้อย,Lao Oi,4604,16.254,103.708
311203,ต. หนองบัว,Nong Bua,3112,14.432,102.657
660120,ต. ดงกลาง,,6601,16.335,100.363
441009,ต. พระธาตุ,Phrathat,4410,15.697,103.258
330101,ต. เมืองเหนือ,Mueang Nuea,3301,15.103,104.336
700705,ต. คลองตาคต,Khlong Ta Kot,7007,13.672,99.854
431701,ต. โพธิ์ตาก,Pho Tak,4317,17.846,102.422
601105,ต. สร้อยละคร,Soi Lakhon,6011,15.726,99.824
260308,ต. ป่าขะ,Pa Kha,2603,14.297,101.065
720201,ต. เขาพระ,Khao Phra,7202,14.853,100.095
440820,ต. ภารแอ่น,Phara-Aen,4408,15.593,103.258
250609,ต. กระทุ่มแพ้ว,Krathum Phaeo,2506,13.891,101.346
800118,ต. โพธิ์เสด็จ,Pho Sadet,8001,8.428,99.92
461603,ต. โนนนาจาง,Non Na Chan,4616,16.733,103.989
350115,ต. ขุมเงิน,Khum Ngoen,3501,15.713,104.194
850105,ต. ปากน้ำ,Pak Nam,8501,10.06,98.647
441302,ต. กุดปลาดุก,Kut Pla Duk,4413,16.588,103.138
860702,ต. สวี,Sawi,8607,10.247,99.081
130502,ต. ลาดหลุมแก้ว,Lat Lum Kaeo,1305,14.006,100.41
450105,ต. นาโพธิ์,Na Pho,4501,15.961,103.569
120402,ต. บางบัวทอง,Bang Bua Thong,1204,13.944,100.39
650502,ต. บ้านไร่,Ban Rai,6505,16.62,100.253
560309,ต. เจดีย์คำ,Chedi Kham,5603,19.537,100.337
451204,ต. กกกุง,Kok Kung,4512,15.77,103.758
530205,ต. ข่อยสูง,Khoi Sung,5302,17.502,99.976
451105,ต. เมืองทุ่ง,Mueang Thung,4511,15.627,103.85
450520,ต. บึงนคร,Bueng Nakhon,4505,16.072,103.852
601004,ต. ม่วงหัก,Muang Hak,6010,15.389,100.2
170605,ต. ชีน้ำร้าย,Chi Nam Rai,1706,15.081,100.331
920118,ต. บ้านโพธิ์,Ban Pho,9201,7.604,99.627
610403,ต. หนองนางนวล,Nong Nang Nuan,6104,15.34,99.864
311801,ต. ชำนิ,Chamni,3118,14.785,102.81
300202,ต. เฉลียง,Chaliang,3002,14.489,102.279
341122,ต. บ้านแดง,Ban Daeng,3411,15.658,105.081
451003,ต. เมืองไพร,Mueang Phrai,4510,16.001,103.993
310720,ต. ประทัดบุ,Prathat Bu,3107,14.569,102.962
190904,ต. นายาว,Na Yao,1909,14.768,100.763
570505,ต. ดอยงาม,Doi Ngam,5705,19.548,99.808
550502,ต. แงง,Ngaeng,5505,19.197,100.849
650102,ต. วังน้ำคู้,Wang Nam Khu,6501,16.652,100.269
810804,ต. คลองเขม้า,Khlong Khamao,8108,8.036,98.976
400502,ต. โนนหัน,Non Han,4005,16.603,102.019
740110,ต. ท่าทราย,Tha Sai,7401,13.571,100.266
451015,ต. หนองหลวง,Nong Luang,4510,16.148,103.923
170602,ต. ประศุก,Prasuk,1706,15.042,100.291
501304,ต. บวกค้าง,Buak Khang,5013,18.704,99.107
200615,ต. ทุ่งขวาง,Thung Khwang,2006,13.4,101.188
740303,ต. ยกกระบัตร,Yok Krabat,7403,13.559,100.082
801608,ต. ท่าซอม,Tha Som,8016,8.146,100.246
330406,ต. น้ำอ้อม,Nam Om,3304,14.66,104.657
920404,ต. บางด้วน,Bang Duan,9204,7.35,99.699
600201,ต. โกรกพระ,Krok Phra,6002,15.559,100.056
104401,แขวง สะพานสูง,,1044,13.761,100.688
190908,ต. พุกร่าง,Phu Krang,1909,14.682,100.784
200401,ต. บางละมุง,,2004,13.052,100.922
341408,ต. หนองไข่นก,Nong Khai Nok,3414,15.397,104.765
920302,ต. หนองบ่อ,Nong Bo,9203,7.416,99.718
331017,ต. ปะอาว,Pa-Ao,3310,15.101,104.214
490307,ต. บ้านแก้ง,Ban Kaeng,4903,16.41,104.814
520306,ต. เกาะคา,Ko Kha,5203,18.202,99.372
310311,ต. ศรีภูมิ,Si Phum,3103,15.027,103.338
301003,ต. โตนด,Tanot,3010,15.097,102.293
740115,ต. บ้านเกาะ,Ban Ko,7401,13.591,100.247
630604,ต. แม่ตาว,Mae Tao,6306,16.681,98.577
110309,ต. หนองปรือ,,1103,13.678,100.75
241104,ต. บางโรง,Bang Rong,2411,13.824,101.137
640703,ต. คลองกระจง,Khlong Krachong,6407,17.239,99.828
960305,ต. บาเระเหนือ,Bare Nuea,9603,6.571,101.613
310113,ต. ถลุงเหล็ก,Thalung Lek,3101,15.116,103.078
860107,ต. ตากแดด,Tak Daet,8601,10.467,99.153
440911,ต. หนองไฮ,Nong Hai,4409,15.885,103.432
920615,ต. ลำภูรา,Lamphura,9206,7.698,99.583
331201,ต. ห้วยทับทัน,Huai Thapthan,3312,15.065,104.044
510205,ต. ทาทุ่งหลวง,Tha Thung Luang,5102,18.438,99.03
730512,ต. คลองนกกระทุง,Khlong Nok Krathung,7305,13.991,100.222
321204,ต. หนองฮะ,Nong Ha,3212,15.097,103.911
311401,ต. สระแก้ว,Sa Kaeo,3114,14.828,102.681
402104,ต. คูคำ,Khu Kham,4021,16.508,103.014
600101,ต. ปากน้ำโพ,Pak Nam Pho,6001,15.703,100.128
440310,ต. เขื่อน,Khuean,4403,16.344,103.068
401808,ต. ปอแดง,Po Daeng,4018,15.95,102.579
941011,ต. กอลำ,Ko Lam,9410,6.673,101.329
440311,ต. หนองบอน,Nong Bon,4403,16.274,103.018
430703,ต. บ้านหม้อ,Ban Mo,4307,17.957,102.502
301016,ต. ลำมูล,Lammun,3010,15.072,102.308
560115,ต. บ้านสาง,Ban Sang,5601,19.156,99.811
332204,ต. โจดม่วง,Chot Muang,3322,15.473,104.139
700405,ต. ดอนกรวย,Don Kruai,7004,13.58,99.971
331204,ต. ผักไหม,Phak Mai,3312,14.947,104.013
440404,ต. ท่าขอนยาง,Tha Khon Yang,4404,16.256,103.275
720912,ต. สระพังลาน,Sa Phang Lan,7209,14.253,99.906
900801,ต. เกาะใหญ่,Koyai,9008,7.552,100.287
600302,ต. ทับกฤช,Thap Krit,6003,15.77,100.233
220103,ต. คลองนารายณ์,Khlong Narai,2201,12.574,102.166
600311,ต. ฆะมัง,Kha Mang,6003,15.948,100.312
450603,ต. กุดน้ำใส,Kut Nam Sai,4506,15.762,104.065
141005,ต. สิงหนาท,Singhanat,1410,14.132,100.423
520106,ต. ชมพู,Chomphu,5201,18.254,99.479
500704,ต. ขี้เหล็ก,Khi Lek,5007,19.011,98.942
240102,ต. ท่าไข่,Tha Khai,2401,13.736,101.06
750103,ต. ลาดใหญ่,Lat Yai,7501,13.451,100.037
190906,ต. เขาวง,Khao Wong,1909,14.679,100.83
920620,ต. ทุ่งต่อ,Thung To,9206,7.759,99.575
730702,ต. คลองโยง,Khlong Yong,7307,13.862,100.281
330518,ต. ปราสาท,Prasat,3305,14.727,104.016
960702,ต. ตะมะยูง,Tama Yung,9607,6.282,101.515
720404,ต. บางใหญ่,Bang Yai,7204,14.3,100.102
620608,ต. คลองพิไกร,Khlong Phikrai,6206,16.666,99.742
560501,ต. ดอกคำใต้,Dok Khamtai,5605,19.152,99.955
250207,ต. หาดนางแก้ว,Hat Nang Kaeo,2502,13.963,101.642
330123,ต. โพธิ์,Pho,3301,15.124,104.394
670307,ต. สักหลง,Sak Long,6703,16.844,101.275
210303,ต. ชากโดน,Chak Don,2103,12.7,101.604
800205,ต. นาเรียง,Na Riang,8002,8.504,99.866
450410,ต. ลิ้นฟ้า,Lin Fa,4504,15.756,103.434
940213,ต. นาเกตุ,Na Ket,9402,6.744,101.155
710904,ต. ดอนเจดีย์,Don Chedi,7109,14.036,99.674
700804,ต. หนองกระทุ่ม,Nong Krathum,7008,13.404,99.779
640805,ต. หนองบัว,Nong Bua,6408,17.285,99.958
411712,ต. บ้านค้อ,Ban Kho,4117,17.75,102.446
170208,ต. สระแจง,Sa Chaeng,1702,14.873,100.235
460702,ต. หัวงัว,Hua Ngua,4607,16.337,103.446
910106,ต. เกาะสาหร่าย,Ko Sarai,9101,6.558,99.211
180508,ต. ห้วยกรดพัฒนา,Huai Krot Phatthana,1805,15.074,100.228
343103,ต. แพงใหญ่,Phaeng Yai,3431,15.395,104.881
490302,ต. โพธิ์ไทร,Pho Sai,4903,16.376,104.862
190305,ต. โคกแย้,Khok Yae,1903,14.387,100.928
330706,ต. โพธิ์ศรี,Pho Si,3307,14.78,104.082
220902,ต. วังโตนด,Wang Tanot,2209,12.701,101.933
730102,ต. บางแขม,Bang Khaem,7301,13.754,100.034
130503,ต. คูบางหลวง,Khu Bang Luang,1305,14.047,100.467
640508,ต. ศรีสัชนาลัย,Si Satchanalai,6405,17.409,99.778
341521,ต. โนนผึ้ง,Non Phueng,3415,15.162,104.823
331406,ต. ศรีโนนงาม,Si Non Ngam,3314,14.806,104.419
341108,ต. นาพิน,Na Phin,3411,15.562,105.034
501214,ต. น้ำบ่อหลวง,Nam Bo Luang,5012,18.674,98.841
770203,ต. เขาแดง,Khao Daeng,7702,12.159,99.98
330701,ต. พิมาย,Phimai,3307,14.835,104.032
141306,ต. วังพัฒนา,Wang Phatthana,1413,14.272,100.296
210504,ต. ตาขัน,Ta Khan,2105,12.735,101.321
710512,ต. พระแท่น,Phra Thaen,7105,14.018,99.792
401017,ต. หัวหนอง,Hua Nong,4010,16.04,102.697
530808,ต. ด่านแม่คำมัน,Dan Mae Kham Man,5308,17.547,99.963
320513,ต. ปราสาททนง,Prasat Thanong,3205,14.652,103.356
240108,ต. บางแก้ว,Bang Kaeo,2401,13.765,101.094
141406,ต. อุทัย,Uthai,1414,14.373,100.655
940902,ต. ตะโละกาโปร์,Talo Kapo,9409,6.872,101.43
250806,ต. ดงกระทงยาม,Dong Krathong Yam,2508,13.958,101.426
830303,ต. เชิงทะเล,Choeng Thale,8303,7.996,98.309
760609,ต. หนองกะปุ,Nong Kapu,7606,13.065,99.786
170202,ต. ไม้ดัด,Mai Dat,1702,14.858,100.345
530102,ต. ท่าเสา,Tha Sao,5301,17.652,100.086
730502,ต. บางปลา,Bang Pla,7305,13.97,100.158
200611,ต. ท่าข้าม,Tha Kham,2006,13.559,101.177
510606,ต. มะกอก,Makok,5106,18.449,98.923
441102,ต. นาภู,Na Phu,4411,15.682,103.032
301012,ต. ด่านคล้า,Dan Khla,3010,15.152,102.212
312002,ต. ส้มป่อย,Som Poi,3120,14.346,102.764
650117,ต. อรัญญิก,Aranyik,6501,16.8,100.288
950601,ต. กายูบอเกาะ,Kayu Boko,9506,6.476,101.413
600113,ต. วัดไทรย์,Wat Sai,6001,15.735,100.08
670315,ต. หนองไขว่,Nong Khwai,6703,16.757,101.22
550107,ต. นาชาว,Na Sao,5501,18.708,100.682
540410,ต. สบสาย,Sop Sai,5404,18.102,100.023
402502,ต. หนองปลาหมอ,Nong Pla Mo,4025,15.989,102.635
150604,ต. สาวร้องไห้,Sao Rong Hai,1506,14.546,100.223
180307,ต. บ่อแร่,Bo Rae,1803,15.283,99.958
720117,ต. สวนแตง,Suan Taeng,7201,14.436,100.018
802002,ต. นาสาร,Na San,8020,8.37,99.92
720405,ต. กฤษณา,Kritsana,7204,14.29,100.178
301410,ต. งิ้ว,Ngio,3014,14.666,101.997
540305,ต. ปากกาง,Pak Kang,5403,18.042,99.811
150504,ต. วังน้ำเย็น,Wang Nam Yen,1505,14.738,100.221
331404,ต. ตูม,Tum,3314,14.866,104.488
330517,ต. โคกเพชร,Khok Phet,3305,14.804,104.149
920805,ต. นาหมื่นศรี,Na Muen Si,9208,7.609,99.699
600405,ต. ห้วยถั่วใต้,Huai Thua Tai,6004,15.837,100.464
370608,ต. รัตนวารี,Rattana Wari,3706,15.723,104.513
310718,ต. โคกมะขาม,Khok Makham,3107,14.602,103.129
401211,ต. โนนข่า,Non Kha,4012,15.764,102.591
311605,ต. สนวน,Sanuan,3116,14.933,103.182
560105,ต. บ้านตุ่น,Ban Tun,5601,19.141,99.823
940207,ต. ปากล่อ,Pak Lo,9402,6.62,101.187
100308,แขวง ลำต้อยติ่ง,,1003,13.781,100.877
331605,ต. ศรีสำราญ,Si Samran,3316,14.909,104.155
450617,ต. ชานุวรรณ,Chanuwan,4506,15.803,104.088
440111,ต. หนองปลิง,Nong Pling,4401,16.07,103.313
310127,ต. กระสัง,Krasang,3101,14.974,103.047
720116,ต. ศาลาขาว,Sala Khao,7201,14.433,99.973
451404,ต. หน่อม,Nom,4514,15.808,103.955
330913,ต. หนองหมี,Nong Mi,3309,15.271,104.293
401304,ต. แวงใหญ่,Waeng Yai,4013,15.954,102.533
350412,ต. แคนน้อย,Khaen Noi,3504,15.594,104.347
900208,ต. ท่าหิน,Tha Hin,9002,7.395,100.419
320518,ต. ประทัดบุ,Prathat Bu,3205,14.727,103.341
250904,ต. ไผ่ชะเลือด,Phai Chalueat,2509,13.919,101.372
730208,ต. ดอนข่อย,Don Khoi,7302,14.022,100.035
920806,ต. นาข้าวเสีย,Na Khao Sia,9208,7.532,99.71
401510,ต. ดอนดั่ง,Don Dang,4015,15.77,102.788
450709,ต. อุ่มเม่า,Um Mao,4507,16.277,103.862
342208,ต. บอน,Bon,3422,15.055,104.765
640310,ต. ทุ่งยางเมือง,Thung Yang Mueang,6403,16.748,99.834
480702,ต. พระซอง,Phra Song,4807,17.021,104.551
720709,ต. บ้านช้าง,Ban Chang,7207,14.234,100.206
260404,ต. โพธิ์แทน,Pho Thaen,2604,14.208,100.949
510304,ต. ศรีเตี้ย,Si Tia,5103,18.383,98.75
720803,ต. สามชุก,Sam Chuk,7208,14.763,100.095
820603,ต. เกาะพระทอง,Ko Phra Thong,8206,9.445,97.888
460102,ต. เหนือ,Nuea,4601,16.442,103.574
