TA_ID,TAMBON_T,TAMBON_E,AM_ID,LAT,LONG
320126,ต. กาเกาะ,Ka Ko,3201,15.114,103.473
760504,ต. หนองจอก,Nong Chok,7605,12.947,99.989
841704,ต. บางมะเดื่อ,Bang Maduea,8417,9.031,99.123
180407,ต. หาดอาษา,Hat A Sa,1804,15.165,100.262
730508,ต. ไทรงาม,Sai Ngam,7305,14.093,100.177
412003,ต. บ้านยวด,Ban Yuat,4120,17.734,103.04
361103,ต. สระพัง,Sa Phang,3611,16.401,102.418
240214,ต. หัวไทร,Hua Sai,2402,13.799,101.221
401804,ต. ห้วยแก,Huai Kae,4018,15.993,102.531
250113,ต. โนนห้อม,Non Hom,2501,14.094,101.463
800612,ต. เขาพระบาท,Khao Phrabat,8006,8.084,100.191
431601,ต. รัตนวาปี,Rattana Wapi,4316,18.223,103.183
240401,ต. บางปะกง,Bang Pakong,2404,13.496,100.966
640804,ต. คลองมะพลับ,Khlong Maphlap,6408,17.319,99.962
330912,ต. ส้มป่อย,Som Poi,3309,15.283,104.232
900405,ต. ปลักหนู,Plak Nu,9004,6.676,100.663
370703,ต. เปือย,Pueai,3707,15.687,104.697
670809,ต. บึงสามพัน,Bueng Sam Phan,6708,15.791,101.022
321705,ต. หนองเทพ,Nong Thep,3217,15.14,103.88
920607,ต. เขากอบ,Khao Kop,9206,7.798,99.563
570509,ต. ม่วงคำ,Muang Kham,5705,19.49,99.711
600801,ต. ท่าตะโก,Tha Tako,6008,15.631,100.48
320121,ต. บุฤาษี,Bu Ruesi,3201,14.904,103.597
330118,ต. ทุ่ม,Thum,3301,14.98,104.336
461002,ต. โพน,Phon,4610,16.841,103.637
440607,ต. โนนราษี,Non Rasi,4406,15.888,103.142
800708,ต. เกาะขันธ์,Ko Khan,8007,7.91,99.935
130203,ต. คลองสาม,Khlong Sam,1302,14.087,100.664
480709,ต. นาเลียง,Na Liang,4807,17.063,104.551
740117,ต. บางหญ้าแพรก,Bang Ya Phraek,7401,13.501,100.25
320802,ต. โพนโก,Phon Ko,3208,15.251,103.766
400111,ต. แดงใหญ่,Daeng Yai,4001,16.485,102.752
720603,ต. ไร่รถ,Rai Rot,7206,14.603,99.955
931004,ต. บ้านพร้าว,,9310,7.818,99.948
940308,ต. บางเขา,Bang Khao,9403,6.834,101.13
400910,ต. หนองโน,Nong No,4009,16.722,103.03
930602,ต. ดอนประดู่,Don Pradu,9306,7.279,100.318
600501,ต. ท่างิ้ว,Tha Ngio,6005,15.918,99.976
380202,ต. ดอนหญ้านาง,,3802,18.046,103.616
910103,ต. ควนขัน,Khuan Khan,9101,6.633,100.036
300112,ต. บ้านเกาะ,Ban Ko,3001,14.981,102.091
500107,ต. ช้างเผือก,Chang Phueak,5001,18.821,98.969
400408,ต. โนนทัน,Non Than,4004,16.507,102.377
450402,ต. หนองผือ,Nong Phue,4504,15.836,103.514
450408,ต. ป่าสังข์,Pa Sang,4504,15.805,103.665
340712,ต. แก้ง,Kaeng,3407,14.695,105.014
330707,ต. สำโรงปราสาท,Samrong Prasat,3307,14.917,104.081
620115,ต. ท่าขุนราม,Tha Khun Ram,6201,16.451,99.452
332002,ต. พรหมสวัสดิ์,Phrom Sawat,3320,14.852,104.427
320516,ต. กันตรวจระมวล,Kanta Wacharamuan,3205,14.592,103.557
452003,ต. บึงงาม,Bueng Ngam,4520,15.986,103.894
401208,ต. โคกสง่า,Khok Sa-Nga,4012,15.754,102.488
802301,ต. เชียรเขา,Chian Khao,8023,8.184,100.078
480115,ต. โพธิ์ตาก,Pho Tak,4801,17.344,104.69
310705,ต. ละเวี้ย,Lawia,3107,14.599,103.191
720506,ต. ปลายนา,Plai Na,7205,14.66,100.2
301306,ต. ตลาดไทร,Talat Sai,3013,15.528,102.78
460103,ต. หลุบ,Lup,4601,16.393,103.512
200106,ต. หนองรี,Nong Ri,2001,13.307,101.057
760501,ต. ท่ายาง,Tha Yang,7605,12.954,99.904
570909,ต. โป่งงาม,Pong Ngam,5709,20.325,99.869
330705,ต. สมอ,Samo,3307,14.82,104.094
400107,ต. พระลับ,Phra Lap,4001,16.401,102.885
720114,ต. ตลิ่งชัน,Taling Chan,7201,14.559,100.029
401103,ต. ขามป้อม,Kham Pom,4011,15.938,102.874
500611,ต. บ้านช้าง,Ban Chang,5006,19.147,98.861
820109,ต. ป่ากอ,Pa Ko,8201,8.5,98.466
960801,ต. แว้ง,Waeng,9608,5.936,101.835
260306,ต. บางอ้อ,Bang O,2603,14.176,101.069
320909,ต. หนองขวาว,Nong Khwao,3209,14.979,103.794
530104,ต. ป่าเซ่า,Pa Sao,5301,17.6,100.16
390103,ต. โพธิ์ชัย,Pho Chai,3901,17.211,102.381
230503,ต. บางปิด,Bang Pit,2305,12.241,102.301
730506,ต. บางไทรป่า,Bang Sai Pa,7305,14.047,100.15
570905,ต. ศรีเมืองชุม,Si Mueang Chum,5709,20.378,99.957
341410,ต. หนองฮาง,Nong Hang,3414,15.501,104.661
330810,ต. ภูฝ้าย,Phu Fai,3308,14.683,104.51
860503,ต. สวนแตง,Suan Taeng,8605,9.723,99.108
530202,ต. บ้านแก่ง,Ban Kaeng,5302,17.441,100.158
160615,ต. ชอนม่วง,Chon Muang,1606,15.21,100.61
560704,ต. ป่าแฝก,Pa Faek,5607,19.426,99.763
470605,ต. ค้อเขียว,Kho Khiao,4706,17.276,103.527
560107,ต. บ้านต๋อม,Ban Tom,5601,19.198,99.8
350109,ต. ทุ่งแต้,Thung Tae,3501,15.913,104.179
401207,ต. เพ็กใหญ่,Phek Yai,4012,15.841,102.538
440903,ต. เสือโก้ก,Suea Kok,4409,15.948,103.442
910111,ต. ควนโพธิ์,Khuan Pho,9101,6.769,100.018
341102,ต. กระเดียน,Kradian,3411,15.618,105.089
470406,ต. ช้างมิ่ง,Chang Ming,4704,17.342,103.796
930506,ต. แหลมโตนด,Laem Tanot,9305,7.826,100.03
401614,ต. ทุ่งชมพู,Thung Chomphu,4016,16.762,102.524
330502,ต. จะกง,Cha Kong,3305,14.821,104.253
331602,ต. ธาตุ,That,3316,14.988,104.186
270613,ต. บ้านด่าน,Ban Dan,2706,13.746,102.526
720806,ต. หนองสะเดา,Nong Sadao,7208,14.803,99.991
341104,ต. กุศกร,Kusakon,3411,15.57,105.102
461101,ต. ท่าคันโท,Tha Khantho,4611,16.869,103.237
240301,ต. บางน้ำเปรี้ยว,Bang Nam Priao,2403,13.829,101.002
311105,ต. หนองใหญ่,Nong Yai,3111,15.131,103.291
920205,ต. วังวน,Wang Won,9202,7.358,99.558
571202,ต. แม่ต๋ำ,Mae Tam,5712,19.926,100.239
380502,ต. หนองยอง,,3805,18.208,103.351
901202,ต. พิจิตร,Phichit,9012,6.991,100.561
720505,ต. ดอนปรู,Don Pru,7205,14.722,100.19
300207,ต. อรพิมพ์,Oraphim,3002,14.569,102.207
620705,ต. ประชาสุขสันต์,Pracha Suksan,6207,16.521,99.974
302802,ต. มาบกราด,Map Krat,3028,15.369,101.926
410905,ต. หนองนกเขียน,Nong Nok Khian,4109,17.012,103.291
450602,ต. แสนสุข,Saen Suk,4506,15.733,104.076
950801,ต. กรงปินัง,Krong Pinang,9508,6.423,101.285
431703,ต. ด่านศรีสุข,Dan Si Suk,4317,17.925,102.398
460108,ต. บึงวิชัย,Bueng Wichai,4601,16.5,103.499
310118,ต. สองห้อง,Song Hong,3101,14.808,102.953
440203,ต. มิตรภาพ,Mittraphap,4402,16.09,103.387
310610,ต. หนองตระครอง,Nong Takhrong,3106,14.393,102.787
720706,ต. หัวโพธิ์,Hua Pho,7207,14.302,99.981
341204,ต. กาบิน,Kabin,3412,15.757,104.964
451407,ต. โหรา,Hora,4514,15.854,103.802
601207,ต. เขาชายธง,Khao Chai Thong,6012,15.278,100.448
321102,ต. โชคเหนือ,Chok Nuea,3211,14.738,103.721
311103,ต. ทุ่งวัง,Thung Wang,3111,15.259,103.386
730504,ต. บางภาษี,Bang Phasi,7305,14.038,100.243
460205,ต. หนองบัว,Nong Bua,4602,16.537,103.855
210401,ต. วังจันทร์,Wang Chan,2104,12.858,101.528
960607,ต. รือเสาะออก,Rueso Ok,9606,6.394,101.554
471106,ต. นาฮี,Na Hi,4711,17.718,103.92
901502,ต. สทิงหม้อ,Sathing Mo,9015,7.21,100.524
270607,ต. ทับพริก,Thap Phrik,2706,13.506,102.336
410117,ต. บ้านจั่น,Ban Chan,4101,17.343,102.779
451111,ต. ห้วยหินลาด,Huai Hin Lat,4511,15.685,103.879
480103,ต. นาทราย,Na Sai,4801,17.401,104.65
570904,ต. โป่งผา,Pong Pha,5709,20.37,99.894
321704,ต. ระเวียง,Rawiang,3217,15.251,103.885
451109,ต. หัวช้าง,Hua Chang,4511,15.645,103.915
640714,ต. หนองกลับ,Nong Klap,6407,17.245,99.782
320122,ต. ตระแสง,Trasaeng,3201,14.855,103.403
460106,ต. ลำพาน,Lamphan,4601,16.457,103.484
341103,ต. เกษม,Kasem,3411,15.691,105.049
460120,ต. นาจารย์,Na Chan,4601,16.561,103.643
350501,ต. โพธิ์ไทร,Pho Sai,3505,15.832,104.398
900705,ต. บ้านใหม่,Ban Mai,9007,7.821,100.3
141001,ต. ลาดบัวหลวง,Lat Bua Luang,1410,14.193,100.319
461605,ต. ภูแล่นช้าง,Phu Laen Chang,4616,16.688,103.97
330511,ต. หัวเสือ,Hua Suea,3305,14.834,104.186
350205,ต. ไผ่,Phai,3502,15.927,104.293
410121,ต. หนองไผ่,Nong Phai,4101,17.256,102.898
740107,ต. นาโคก,Na Khok,7401,13.464,100.096
450704,ต. สว่าง,Sawang,4507,16.218,104.005
450211,ต. โนนสว่าง,Non Sawang,4502,15.704,103.506
331206,ต. ปราสาท,Prasat,3312,15.11,104.027
350106,ต. ดู่ทุ่ง,Du Thung,3501,15.899,104.041
303103,ต. โนนประดู่,Non Pradu,3031,15.521,102.479
340109,ต. แจระแม,Chaeramae,3401,15.251,104.802
310502,ต. เย้ยปราสาท,Yoei Prasat,3105,14.739,102.564
311503,ต. ป่าชัน,Pa Chan,3115,14.717,103.241
840303,ต. ไชยคราม,Chai Khram,8403,9.182,99.653
640107,ต. บ้านหลุม,Ban Lum,6401,16.983,99.87
470812,ต. คอนสวรรค์,Khon Sawan,4708,17.593,103.748
950502,ต. ละแอ,La-Ae,9505,6.466,101.186
310416,ต. บ้านสิงห์,Ban Sing,3104,14.735,102.789
440314,ต. แห่ใต้,Hae Tai,4403,16.281,103.139
311301,ต. นาโพธิ์,Na Pho,3113,15.635,102.944
190401,ต. หนองหมู,Nong Mu,1904,14.288,100.932
441301,ต. ชื่นชม,Chuen Chom,4413,16.551,103.144
551404,ต. น้ำเกี๋ยน,Nam Kian,5514,18.737,100.841
311002,ต. หนองคู,Nong Khu,3110,14.999,102.803
450522,ต. ราชธานี,Ratchathani,4505,15.883,103.728
330522,ต. ห้วยสำราญ,Huai Samran,3305,14.715,104.115
312204,ต. หัวฝาย,Hua Fai,3122,15.267,103.18
303002,ต. โนนจาน,Non Chan,3030,15.699,102.472
930508,ต. ปันแต,Pantae,9305,7.783,100.051
720414,ต. วัดดาว,Wat Dao,7204,14.35,100.106
360410,ต. บ้านบัว,Ban Bua,3604,16.242,101.874
441205,ต. ห้วยเตย,Huai Toei,4412,16.123,103.049
860802,ต. ทุ่งตะไคร,Thung Takhrai,8608,10.131,99.097
490514,ต. น้ำเที่ยง,Nam Thiang,4905,16.569,104.398
361603,ต. ตะโกทอง,Tako Thong,3616,15.565,101.67
330421,ต. สวนกล้วย,Suan Kluai,3304,14.682,104.777
300102,ต. โพธิ์กลาง,Pho Klang,3001,14.906,102.102
321302,ต. สะเดา,Sadao,3213,14.532,104.014
320120,ต. ราม,Ram,3201,14.848,103.65
342605,ต. โคกชำแระ,Khok Chamrae,3426,14.752,104.908
311901,ต. หนองแวง,Nong Waeng,3119,15.553,102.907
451106,ต. หัวโทน,Hua Thon,4511,15.736,103.877
270612,ต. ฟากห้วย,Fak Huai,2706,13.646,102.48
320404,ต. บุแกรง,Bu Kraeng,3204,15.079,103.683
350103,ต. ตาดทอง,Tat Thong,3501,15.777,104.205
920619,ต. ในเตา,Nai Tao,9206,7.86,99.727
720113,ต. สระแก้ว,Sa Kaeo,7201,14.502,100.014
400410,ต. บ้านผือ,Ban Phue,4004,16.54,102.556
801906,ต. สาม,Sam Tambon,8019,8.06,99.806
841205,ต. ท่าชี,Tha Chi,8412,8.756,99.275
400102,ต. สำราญ,Samran,4001,16.537,102.837
610402,ต. หนองยาง,Nong Yang,6104,15.343,99.815
670110,ต. ชอนไพร,Chon Phrai,6701,16.341,101.153
700503,ต. กรับใหญ่,Krap Yai,7005,13.908,99.868
190111,ต. หนองปลาไหล,Nong Pla Lai,1901,14.456,100.962
600103,ต. เกรียงไกร,Kriang Krai,6001,15.719,100.218
770306,ต. แสงอรุณ,Saeng Arun,7703,11.573,99.628
570512,ต. แม่เย็น,Mae Yen,5705,19.454,99.732
660503,ต. หอไกร,Ho Krai,6605,16.068,100.381
240305,ต. บึงน้ำรักษ์,Bueng Nam Rak,2403,13.908,100.926
110501,ต. นาเกลือ,Na Kluea,1105,13.53,100.494
560311,ต. เชียงบาน,Chiang Ban,5603,19.586,100.234
570902,ต. ห้วยไคร้,Huai Khrai,5709,20.286,99.87
130406,ต. ศาลาครุ,Sala Khru,1304,14.244,100.928
440815,ต. ลานสะแก,Lan Sakae,4408,15.568,103.159
130205,ต. คลองห้า,Khlong Ha,1302,14.106,100.71
430522,ต. สร้างนางขาว,Sang Nang Khao,4305,17.899,103.01
930606,ต. หารเทา,Han Thao,9306,7.288,100.267
141304,ต. ปลายกลัด,Plai Klat,1413,14.382,100.315
331606,ต. ทุ่งสว่าง,Thung Sawang,3316,15.018,104.224
170608,ต. ทองเอน,Thong En,1706,15.046,100.385
630301,ต. สามเงา,Sam Ngao,6303,17.25,99.034
330413,ต. ชำ,Cham,3304,14.543,104.575
840902,ต. พะแสง,Phasaeng,8409,8.928,98.84
350402,ต. ย่อ,Yo,3504,15.693,104.222
341405,ต. หนองเมือง,Nong Mueang,3414,15.571,104.735
301214,ต. กุดจอก,Kut Chok,3012,15.571,102.502
343003,ต. กองโพน,Kong Phon,3430,15.965,105.27
390102,ต. หนองภัยศูนย์,Nong Phai Sun,3901,17.263,102.395
260402,ต. บึงศาล,Bueng San,2604,14.052,100.938
660303,ต. วังจิก,Wang Chik,6603,16.351,100.264
303105,ต. หนองตาดใหญ่,Nong Tat Yai,3031,15.617,102.591
810301,ต. เกาะลันตาใหญ่,Ko Lanta Yai,8103,7.534,99.073
961104,ต. สากอ,Sako,9611,6.008,101.849
350901,ต. ไทยเจริญ,Thai Charoen,3509,16.06,104.432
730108,ต. ดอนยายหอม,Don Yai Hom,7301,13.725,100.07
230202,ต. ไม้รูด,Mai Rut,2302,11.91,102.805
800406,ต. กะเปียด,Kapiat,8004,8.519,99.46
400201,ต. หนองบัว,Nong Bua,4002,16.497,102.596
320901,ต. ระแงง,Ra-Ngaeng,3209,14.898,103.824
860301,ต. บางสน,Bang Son,8603,10.658,99.264
600305,ต. ท่าไม้,Tha Mai,6003,15.915,100.253
440615,ต. วังใหม่,Wang Mai,4406,16.031,103.039
470501,ต. พังโคน,Phang Khon,4705,17.39,103.704
301103,ต. เมืองนาท,Mueang Nat,3011,15.386,102.248
660509,ต. วังตะกู,Wang Taku,6605,16.049,100.514
460104,ต. ไผ่,Phai,4601,16.522,103.575
451006,ต. วังหลวง,Wang Luang,4510,16.09,103.995
400101,ต. ในเมือง,Nai Mueang,4001,16.438,102.837
640308,ต. หนองกระดิ่ง,Nong Krading,6403,16.798,99.851
402003,ต. ภูผาม่าน,Phu Pha Man,4020,16.677,101.91
401401,ต. แวงน้อย,Waeng Noi,4014,15.813,102.423
411110,ต. วังทอง,Wang Thong,4111,17.759,103.32
402103,ต. บ้านโนน,Ban Non,4021,16.56,103.027
330307,ต. ทาม,Tham,3303,15.232,104.616
300818,ต. หนองไทร,Nong Sai,3008,15.36,101.855
180704,ต. กุดจอก,Kut Chok,1807,15.241,99.894
311406,ต. เมืองฝ้าย,Mueang Fai,3114,14.843,102.741
320111,ต. นอกเมือง,Nok Mueang,3201,14.858,103.491
451501,ต. เมยวดี,Moei Wadi,4515,16.395,104.167
320110,ต. แกใหญ่,Kae Yai,3201,14.951,103.513
460402,ต. สามัคคี,Samakkhi,4604,16.318,103.713
560116,ต. ท่าจำปี,Tha Champi,5601,19.245,99.815
570712,ต. จันจว้าใต้,Chan Chawa Tai,5707,20.239,99.936
350305,ต. ห้วยแก้ง,Huai Kaeng,3503,16.007,104.291
410903,ต. บ้านโปร่ง,Ban Prong,4109,16.991,103.089
341402,ต. เหล่าบก,Lao Bok,3414,15.657,104.667
401209,ต. หนองแวงนางเบ้า,Nong Waeng Nang Bao,4012,15.887,102.611
360308,ต. หนองขาม,Nong Kham,3603,15.853,102.234
540505,ต. ปงป่าหวาย,Pong Pa Wai,5405,18.024,99.991
130603,ต. บึงคำพร้อย,Bueng Kham Phoi,1306,13.961,100.731
730510,ต. นิลเพชร,Nin Phet,7305,14.121,100.235
840607,ต. ตะกรบ,Takrop,8406,9.464,99.229
640407,ต. ป่าแฝก,Pa Faek,6404,16.969,99.927
411112,ต. บ้านตาด,Ban Tat,4111,17.573,103.248
311014,ต. หนองบัวโคก,Nong Bua Khok,3110,15.006,102.889
350405,ต. ทุ่งมน,Thung Mon,3504,15.747,104.286
370111,ต. นาหมอม้า,Na Mo Ma,3701,15.885,104.478
960510,ต. มะรือโบตก,Marue Bo Tok,9605,6.337,101.66
420204,ต. ท่าสวรรค์,Tha Sawan,4202,17.432,101.94
320515,ต. บ้านพลวง,Ban Phluang,3205,14.602,103.408
370503,ต. ไร่สีสุก,Rai Si Suk,3705,16.092,104.639
180204,ต. ท่าฉนวน,Tha Chanuan,1802,15.379,100.138
410119,ต. โคกสะอาด,Khok Sa-At,4101,17.356,102.638
310424,ต. หนองยายพิมพ์,Nong Yai Phim,3104,14.69,102.863
900704,ต. ท่าบอน,Tha Bon,9007,7.842,100.342
380504,ต. โนนศิลา,,3805,18.292,103.346
250601,ต. บ้านสร้าง,Ban Sang,2506,14.026,101.21
401612,ต. หนองกุงเซิน,Nong Kung Soen,4016,16.633,102.518
400117,ต. บึงเนียม,Bueng Niam,4001,16.43,102.922
481006,ต. โพนจาน,Phon Chan,4810,17.409,104.424
471207,ต. โพนสูง,Phon Sung,4712,17.538,103.4
671105,ต. สะเดาะพง,Sadao Phong,6711,16.545,100.968
950111,ต. ลำพะยา,Lam Phaya,9501,6.584,101.162
310120,ต. ชุมเห็ด,Chum Het,3101,15.033,103.093
342001,ต. ตาลสุม,Tan Sum,3420,15.326,105.156
440606,ต. กำพี้,Kamphi,4406,15.959,103.144
340301,ต. โขงเจียม,Khong Chiam,3403,15.296,105.452
710901,ต. พนมทวน,Phanom Thuan,7109,14.129,99.705
460304,ต. ดงลิง,Dong Ling,4603,16.25,103.661
801605,ต. เขาพังไกร,Khao Phang Krai,8016,7.976,100.272
540111,ต. บ้านถิ่น,Ban Thin,5401,18.154,100.224
700803,ต. ดอนทราย,Don Sai,7008,13.368,99.776
300212,ต. สระว่านพระยา,Sa Wan Phraya,3002,14.528,102.384
841607,ต. สาคู,Sakhu,8416,8.59,99.166
402608,ต. เขาน้อย,,4026,16.723,102.33
410703,ต. นาชุมแสง,Na Chum Saeng,4107,17.561,103.193
810509,ต. บ้านกลาง,Ban Klang,8105,8.352,98.792
161005,ต. เขารวก,Khao Ruak,1610,15.374,101.33
161006,ต. เขาน้อย,Khao Noi,1610,15.112,101.387
450707,ต. โนนชัยศรี,Non Chai Si,4507,16.213,103.956
470104,ต. โนนหอม,Non Hom,4701,17.053,104.196
670104,ต. สะเดียง,Sadiang,6701,16.396,101.164
660305,ต. ดงเสือเหลือง,Dong Suea Lueang,6603,16.27,100.182
930302,ต. ควนขนุน,Khuan Kha Nun,9303,7.491,100.095
900301,ต. บ้านนา,Ban Na,9003,6.901,100.742
440315,ต. หนองกุงสวรรค์,Nong Kung Sawan,4403,16.194,102.975
160206,ต. ชอนน้อย,Chon Noi,1602,14.795,100.985
450303,ต. หนองแคน,Nong Khaen,4503,15.688,103.374
620506,ต. วังยาง,Wang Yang,6205,16.204,99.774
621103,ต. ลานดอกไม้ตก,Lan Dokmai Tok,6211,16.581,99.429
470120,ต. ฮางโฮง,Hang Hong,4701,17.22,104.122
440605,ต. หนองม่วง,Nong Muang,4406,15.961,103.212
410102,ต. นิคมสงเคราะห์,Nikhom Songkhro,4101,17.365,102.688
412503,ต. อุ่มจาน,Um Chan,4125,17.234,103.062
650404,ต. วังอิทก,Wang I Thok,6504,16.665,100.164
650810,ต. ชัยนาม,Chai Nam,6508,16.839,100.467
480705,ต. พิมาน,Phiman,4807,16.909,104.54
130206,ต. คลองหก,Khlong Hok,1302,14.117,100.733
400902,ต. หนองกุงใหญ่,Nong Kung Yai,4009,16.646,103.086
461402,ต. ไค้นุ่น,Khai Nun,4614,16.612,103.933
820203,ต. พรุใน,Phru Nai,8202,7.961,98.59
640403,ต. ไกรนอก,Krai Nok,6404,16.907,100.083
480604,ต. นางาม,Na Ngam,4806,17.106,104.672
451305,ต. ท่าหาดยาว,Tha Hat Yao,4513,15.493,103.91
341910,ต. โพธิ์ศรี,Pho Si,3419,15.293,105.237
800904,ต. ควนกรด,Khuan Krot,8009,8.149,99.632
180303,ต. หนองน้อย,Nong Noi,1803,15.177,100.015
451901,ต. หนองฮี,Nong Hi,4519,15.621,104
220209,ต. วังสรรพรส,Wang Sappharot,2202,12.56,102.29
401302,ต. ใหม่นาเพียง,Mai Na Phiang,4013,15.906,102.471
640501,ต. หาดเสี้ยว,Hat Siao,6405,17.52,99.784
330708,ต. ดู่,Du,3307,14.782,104.027
401203,ต. โจดหนองแก,Chot Nong Kae,4012,15.856,102.65
302304,ต. สีสุก,Si Suk,3023,15.64,102.175
440305,ต. แพง,Phaeng,4403,16.26,102.967
301904,ต. หนองสรวง,Nong Suang,3019,15.086,101.894
960502,ต. ตันหยงลิมอ,Tanyong Limo,9605,6.283,101.775
300904,ต. สำโรง,Samrong,3009,15.128,102.018
310203,ต. บ้านแพ,Ban Phae,3102,15.388,103.008
160404,ต. ห้วยหิน,Huai Hin,1604,15.154,101.044
321604,ต. ปราสาททอง,Prasat Thong,3216,14.976,103.648
450411,ต. ดู่น้อย,Du Noi,4504,15.784,103.467
661004,ต. บางลาย,Bang Lai,6610,16.208,100.231
300104,ต. โคกสูง,Khok Sung,3001,15.095,102.116
190804,ต. บ้านโปร่ง,Ban Prong,1908,14.716,100.734
670316,ต. ลานบ่า,Lan Ba,6703,16.68,101.208
330314,ต. ผักแพว,Phak Phaeo,3303,15.034,104.537
620118,ต. ธำมรงค์,Thammarong,6201,16.33,99.628
450406,ต. ดงแดง,Dong Daeng,4504,15.854,103.669
300812,ต. หนองบัวละคร,Nong Bua Lakhon,3008,15.243,101.863
920214,ต. คลองชีล้อม,Khlong Chi Lom,9202,7.433,99.587
350308,ต. คำน้ำสร้าง,Kham Nam Sang,3503,16.099,104.258
330811,ต. โพธิ์กระสังข์,Pho Krasang,3308,14.628,104.327
660703,ต. รังนก,Rang Nok,6607,16.432,100.212
601002,ต. เนินมะกอก,Noen Makok,6010,15.449,100.2
402403,ต. โนนสมบูรณ์,Non Sombun,4024,16.259,102.788
310122,ต. หลักเขต,Lak Khet,3101,14.824,103.159
800121,ต. ท่าซัก,Tha Sak,8001,8.51,100.032
310802,ต. โนนเจริญ,Non Charoen,3108,14.464,103.189
480402,ต. ไผ่ล้อม,Phai Lom,4804,17.989,104.154
450210,ต. น้ำอ้อม,Nam Om,4502,15.639,103.511
310117,ต. ลุมปุ๊ก,Lumpuk,3101,14.908,102.951
650701,ต. วัดโบสถ์,Wat Bot,6507,17.021,100.306
310427,ต. หนองโสน,Nong Sano,3104,14.737,102.934
660412,ต. ทับหมัน,Thap Man,6604,16.207,100.277
301607,ต. กงรถ,Kong Rot,3016,15.047,102.752
480903,ต. บ้านเสียว,Ban Siao,4809,17.554,104.082
130204,ต. คลองสี่,Khlong Si,1302,14.097,100.687
570903,ต. เกาะช้าง,Ko Chang,5709,20.398,100.01
430113,ต. พระธาตุบังพวน,Phrathat Bang Phuan,4301,17.736,102.693
270801,ต. โคกสูง,Khok Sung,2708,13.831,102.719
342207,ต. โนนกลาง,Non Klang,3422,14.959,104.713
360603,ต. บ้านขาม,Ban Kham,3606,15.474,101.805
460807,ต. คำเหมือดแก้ว,Kham Mueat Kaeo,4608,16.523,103.199
270605,ต. ท่าข้าม,Tha Kham,2706,13.639,102.531
161105,ต. ยางโทน,Yang Thon,1611,15.248,100.702
650107,ต. สมอแข,Samo Khae,6501,16.823,100.325
570204,ต. เวียงเหนือ,Wiang Nuea,5702,19.932,99.94
961101,ต. ปะลุรู,Paluru,9611,6.073,101.905
950803,ต. ห้วยกระทิง,Huai Krathing,9508,6.344,101.25
331504,ต. เขิน,Khoen,3315,14.852,104.58
341918,ต. โนนกาหลง,Non Kalong,3419,14.993,105.336
670607,ต. ประดู่งาม,Pradu Ngam,6706,15.436,100.971
361011,ต. บ้านดอน,Ban Don,3610,16.305,102.304
370102,ต. ไก่คำ,Kai Kham,3701,15.804,104.64
400304,ต. หนองแวง,Nong Waeng,4003,16.318,102.738
810801,ต. เหนือคลอง,Nuea Khlong,8108,8.086,98.99
390310,ต. ปางกู่,Pang Ku,3903,17.003,102.593
550510,ต. เจดียชัย,Chedi Chai,5505,19.162,100.838
420308,ต. หาดทรายขาว,Hat Sai Khao,4203,17.743,101.658
670807,ต. ศรีมงคล,Si Mongkhon,6708,15.82,100.835
342606,ต. นาห่อม,Na Hom,3426,14.76,104.855
300410,ต. ขามสมบูรณ์,Kham Sombun,3004,15.371,102.403
570503,ต. ธารทอง,Than Thong,5705,19.71,99.723
350111,ต. นาสะไมย์,Na Samai,3501,15.895,104.246
180402,ต. ตลุก,Taluk,1804,15.195,100.198
802304,ต. ทางพูน,Thang Phun,8023,8.239,99.981
380603,ต. ดงบัง,,3806,18.033,104.133
360107,ต. ชีลอง,Chilong,3601,15.73,101.999
310125,ต. สะแกซำ,Sakae Sam,3101,14.871,103.099
301317,ต. โคกกลาง,Khok Klang,3013,15.463,102.737
900206,ต. คลองรี,Khlong Re,9002,7.542,100.388
302205,ต. แหลมทอง,Laem Thong,3022,14.78,102.304
720210,ต. บ่อกรุ,Bo Kru,7202,14.893,99.905
350202,ต. ดู่ลาด,Du Lat,3502,16.012,104.208
850301,ต. ม่วงกลวง,Muang Kluang,8503,9.606,98.515
490207,ต. ร่มเกล้า,Romklao,4902,16.381,104.437
380408,ต. หนองทุ่ม,,3804,17.914,103.891
451011,ต. เกาะแก้ว,Ko Kaeo,4510,16.161,103.868
390601,ต. นาเหล่า,Na Lao,3906,17.294,102.073
700105,ต. ห้วยไผ่,Huai Phai,7001,13.51,99.745
760514,ต. ท่าแลง,Tha Laeng,7605,12.961,99.832
320911,ต. กุดหวาย,Kut Wai,3209,14.92,103.868
460714,ต. โนนสูง,Non Sung,4607,16.464,103.207
361209,ต. ท่ามะไฟหวาน,Tha Mafai Wan,3612,16.155,102.097
920903,ต. ต.หนองบัว,Nong Bua,9209,7.978,99.731
370115,ต. หนองมะแซว,Nong Masaeo,3701,15.774,104.746
311013,ต. หินโคน,Hin Khon,3110,15.057,102.82
320906,ต. หนองบัว,Nong Bua,3209,15.083,103.76
321306,ต. สำเภาลูน,Samphao Lun,3213,14.57,103.953
130403,ต. บึงกาสาม,Bueng Ka Sam,1304,14.2,100.824
330315,ต. จาน,Chan,3303,14.995,104.494
560206,ต. ห้วยยางขาม,Huai Yang Kham,5602,19.378,100.163
